REGION	DEP	CANTON	TYPCT	BURCENTRAL	TNCC	ARTMAJ	NCC	ARTMIN	NCCENR
53	56	03	1	56067	0		GRAND-CHAMP		Grand-Champ
53	56	04	1	56075	0		GUER		Guer
53	56	05	1	56078	0		GUIDEL		Guidel
53	56	06	1	56083	1		HENNEBONT		Hennebont
53	56	07	1	56098	0		LANESTER		Lanester
53	56	08	4	56121	0		LORIENT-1		Lorient-1
53	56	09	2	56121	0		LORIENT-2		Lorient-2
53	56	10	1	56140	0		MOREAC		Moréac
53	56	11	1	56143	0		MUZILLAC		Muzillac
53	56	12	1	56162	0		PLOEMEUR		Ploemeur
53	56	13	1	56165	0		PLOERMEL		Ploërmel
53	56	14	1	56177	0		PLUVIGNER		Pluvigner
53	56	15	1	56178	0		PONTIVY		Pontivy
53	56	16	1	56184	0		QUESTEMBERT		Questembert
53	56	17	1	56186	0		QUIBERON		Quiberon
53	56	18	1	56243	0		SENE		Séné
53	56	19	4	56260	0		VANNES-1		Vannes-1
53	56	20	2	56260	0		VANNES-2		Vannes-2
53	56	21	2	56260	0		VANNES-3		Vannes-3
44	57	01	1	57012	1		ALGRANGE		Algrange
44	57	02	1	57089	0		BITCHE		Bitche
44	57	03	1	57097	0		BOULAY-MOSELLE		Boulay-Moselle
44	57	04	1	57106	0		BOUZONVILLE		Bouzonville
44	57	05	1	57487	4	(LES)	COTEAUX DE MOSELLE	(Les)	Coteaux de Moselle
44	57	06	1	57206	0		FAMECK		Fameck
44	57	07	1	57209	0		FAULQUEMONT		Faulquemont
44	57	08	1	57227	0		FORBACH		Forbach
44	57	09	1	57240	0		FREYMING-MERLEBACH		Freyming-Merlebach
44	57	10	1	57306	1		HAYANGE		Hayange
44	57	11	4	57463	0		METZ-1		Metz-1
44	57	12	4	57463	0		METZ-2		Metz-2
44	57	13	4	57463	0		METZ-3		Metz-3
44	57	14	1	57465	0		METZERVISSE		Metzervisse
44	57	15	1	57480	0		MONTIGNY-LES-METZ		Montigny-lès-Metz
44	57	16	1	57155	2	(LE)	PAYS MESSIN	(Le)	Pays Messin
44	57	17	1	57540	0		PHALSBOURG		Phalsbourg
44	57	18	1	57591	0		ROMBAS		Rombas
44	57	19	1	57606	0		SAINT-AVOLD		Saint-Avold
44	57	20	1	57628	0		SARRALBE		Sarralbe
44	57	21	1	57630	0		SARREBOURG		Sarrebourg
44	57	22	1	57631	0		SARREGUEMINES		Sarreguemines
44	57	23	1	57132	2	(LE)	SAULNOIS	(Le)	Saulnois
44	57	24	1	57433	2	(LE)	SILLON MOSELLAN	(Le)	Sillon Mosellan
44	57	25	1	57660	0		STIRING-WENDEL		Stiring-Wendel
44	57	26	2	57672	0		THIONVILLE		Thionville
44	57	27	2	57757	1		YUTZ		Yutz
27	58	01	1	58059	3	(LA)	CHARITE-SUR-LOIRE	(La)	Charité-sur-Loire
27	58	02	1	58062	0		CHATEAU-CHINON		Château-Chinon
27	58	03	1	58079	0		CLAMECY		Clamecy
27	58	04	1	58083	0		CORBIGNY		Corbigny
27	58	05	1	58086	0		COSNE-COURS-SUR-LOIRE		Cosne-Cours-sur-Loire
27	58	06	1	58095	0		DECIZE		Decize
27	58	07	1	58117	0		FOURCHAMBAULT		Fourchambault
27	58	08	1	58131	0		GUERIGNY		Guérigny
27	58	09	1	58134	1		IMPHY		Imphy
27	58	10	1	58149	0		LUZY		Luzy
27	58	11	2	58194	0		NEVERS-1		Nevers-1
27	58	12	2	58194	0		NEVERS-2		Nevers-2
27	58	13	2	58194	0		NEVERS-3		Nevers-3
27	58	14	4	58194	0		NEVERS-4		Nevers-4
27	58	15	1	58215	0		POUILLY-SUR-LOIRE		Pouilly-sur-Loire
27	58	16	1	58264	0		SAINT-PIERRE-LE-MOUTIER		Saint-Pierre-le-Moûtier
27	58	17	1	58303	0		VARENNES-VAUZELLES		Varennes-Vauzelles
32	59	01	1	59008	1		ANICHE		Aniche
32	59	02	1	59011	1		ANNŒULLIN		Annœullin
32	59	03	1	59014	1		ANZIN		Anzin
32	59	04	1	59017	1		ARMENTIERES		Armentières
32	59	05	1	59033	1		AULNOYE-AYMERIES		Aulnoye-Aymeries
32	59	06	1	59032	1		AULNOY-LEZ-VALENCIENNES		Aulnoy-lez-Valenciennes
32	59	07	1	59036	1		AVESNES-SUR-HELPE		Avesnes-sur-Helpe
32	59	08	1	59043	0		BAILLEUL		Bailleul
32	59	09	1	59122	0		CAMBRAI		Cambrai
32	59	10	1	59136	2	(LE)	CATEAU-CAMBRESIS	(Le)	Cateau-Cambrésis
32	59	11	1	59139	0		CAUDRY		Caudry
32	59	12	1	59155	0		COUDEKERQUE-BRANCHE		Coudekerque-Branche
32	59	13	1	59163	0		CROIX		Croix
32	59	14	1	59172	0		DENAIN		Denain
32	59	15	1	59178	0		DOUAI		Douai
32	59	16	4	59183	0		DUNKERQUE-1		Dunkerque-1
32	59	17	2	59183	0		DUNKERQUE-2		Dunkerque-2
32	59	18	1	59220	0		FACHES-THUMESNIL		Faches-Thumesnil
32	59	19	1	59249	0		FOURMIES		Fourmies
32	59	20	2	59271	0		GRANDE-SYNTHE		Grande-Synthe
32	59	21	1	59295	1		HAZEBROUCK		Hazebrouck
32	59	22	1	59328	0		LAMBERSART		Lambersart
32	59	23	2	59350	0		LILLE-1		Lille-1
32	59	24	2	59350	0		LILLE-2		Lille-2
32	59	25	2	59350	0		LILLE-3		Lille-3
32	59	26	2	59350	0		LILLE-4		Lille-4
32	59	27	4	59350	0		LILLE-5		Lille-5
32	59	28	2	59350	0		LILLE-6		Lille-6
32	59	29	1	59383	0		MARLY		Marly
32	59	30	1	59392	0		MAUBEUGE		Maubeuge
32	59	31	1	59449	1		ORCHIES		Orchies
32	59	32	4	59512	0		ROUBAIX-1		Roubaix-1
32	59	33	2	59512	0		ROUBAIX-2		Roubaix-2
32	59	34	1	59526	0		SAINT-AMAND-LES-EAUX		Saint-Amand-les-Eaux
32	59	35	1	59569	0		SIN-LE-NOBLE		Sin-le-Noble
32	59	36	1	59586	0		TEMPLEUVE		Templeuve
32	59	37	2	59599	0		TOURCOING-1		Tourcoing-1
32	59	38	4	59599	0		TOURCOING-2		Tourcoing-2
32	59	39	1	59606	0		VALENCIENNES		Valenciennes
32	59	40	1	59009	0		VILLENEUVE-D'ASCQ		Villeneuve-d'Ascq
32	59	41	1	59663	0		WORMHOUT		Wormhout
32	60	01	2	60057	0		BEAUVAIS-1		Beauvais-1
32	60	02	2	60057	0		BEAUVAIS-2		Beauvais-2
32	60	03	1	60141	0		CHANTILLY		Chantilly
32	60	04	1	60143	0		CHAUMONT-EN-VEXIN		Chaumont-en-Vexin
32	60	05	1	60157	0		CLERMONT		Clermont
32	60	06	2	60159	0		COMPIEGNE-1		Compiègne-1
32	60	07	2	60159	0		COMPIEGNE-2		Compiègne-2
32	60	08	1	60175	0		CREIL		Creil
32	60	09	1	60176	0		CREPY-EN-VALOIS		Crépy-en-Valois
32	60	10	1	60223	1		ESTREES-SAINT-DENIS		Estrées-Saint-Denis
32	60	11	1	60286	0		GRANDVILLIERS		Grandvilliers
32	60	12	1	60395	0		MERU		Méru
32	60	13	1	60414	0		MONTATAIRE		Montataire
32	60	14	1	60439	0		MOUY		Mouy
32	60	15	1	60446	0		NANTEUIL-LE-HAUDOUIN		Nanteuil-le-Haudouin
32	60	16	1	60463	0		NOGENT-SUR-OISE		Nogent-sur-Oise
32	60	17	1	60471	0		NOYON		Noyon
32	60	18	1	60509	0		PONT-SAINTE-MAXENCE		Pont-Sainte-Maxence
32	60	19	1	60581	0		SAINT-JUST-EN-CHAUSSEE		Saint-Just-en-Chaussée
32	60	20	1	60612	0		SENLIS		Senlis
32	60	21	1	60636	0		THOUROTTE		Thourotte
28	61	01	1	61214	5	(L')	AIGLE	(L')	Aigle
28	61	02	2	61001	1		ALENCON-1		Alençon-1
28	61	03	2	61001	1		ALENCON-2		Alençon-2
28	61	04	2	61006	1		ARGENTAN-1		Argentan-1
28	61	05	2	61006	1		ARGENTAN-2		Argentan-2
28	61	06	1	61007	1		ATHIS-DE-L'ORNE		Athis-de-l'Orne
28	61	07	1	61483	0		BAGNOLES-DE-L'ORNE		Bagnoles-de-l'Orne
28	61	08	1	61061	0		BRETONCELLES		Bretoncelles
28	61	09	1	61079	0		CETON		Ceton
28	61	10	1	61143	0		DAMIGNY		Damigny
28	61	11	1	61145	0		DOMFRONT		Domfront
28	61	12	1	61168	3	(LA)	FERTE-MACE	(La)	Ferté-Macé
28	61	13	2	61169	0		FLERS-1		Flers-1
28	61	14	2	61169	0		FLERS-2		Flers-2
28	61	15	1	61243	0		MAGNY-LE-DESERT		Magny-le-Désert
28	61	16	1	61293	0		MORTAGNE-AU-PERCHE		Mortagne-au-Perche
28	61	17	1	61341	0		RADON		Radon
28	61	18	1	61342	0		RAI		Rai
28	61	19	1	61464	0		SEES		Sées
28	61	20	1	61491	0		TOUROUVRE		Tourouvre
28	61	21	1	61508	0		VIMOUTIERS		Vimoutiers
32	62	01	1	62014	1		AIRE-SUR-LA-LYS		Aire-sur-la-Lys
32	62	02	2	62041	1		ARRAS-1		Arras-1
32	62	03	2	62041	1		ARRAS-2		Arras-2
32	62	04	2	62041	1		ARRAS-3		Arras-3
32	62	05	1	62048	1		AUCHEL		Auchel
32	62	06	1	62060	1		AUXI-LE-CHATEAU		Auxi-le-Château
32	62	07	1	62063	1		AVESNES-LE-COMTE		Avesnes-le-Comte
32	62	08	1	62065	1		AVION		Avion
32	62	09	1	62080	0		BAPAUME		Bapaume
32	62	10	1	62108	0		BERCK		Berck
32	62	11	1	62119	0		BETHUNE		Béthune
32	62	12	1	62126	0		BEUVRY		Beuvry
32	62	13	2	62160	0		BOULOGNE-SUR-MER-1		Boulogne-sur-Mer-1
32	62	14	2	62160	0		BOULOGNE-SUR-MER-2		Boulogne-sur-Mer-2
32	62	15	1	62173	0		BREBIERES		Brebières
32	62	16	1	62178	0		BRUAY-LA-BUISSIERE		Bruay-la-Buissière
32	62	17	1	62186	0		BULLY-LES-MINES		Bully-les-Mines
32	62	18	2	62193	0		CALAIS-1		Calais-1
32	62	19	2	62193	0		CALAIS-2		Calais-2
32	62	20	4	62193	0		CALAIS-3		Calais-3
32	62	21	1	62215	0		CARVIN		Carvin
32	62	22	1	62268	0		DESVRES		Desvres
32	62	23	1	62276	0		DOUVRIN		Douvrin
32	62	24	1	62318	1		ETAPLES		Étaples
32	62	25	1	62364	0		FRUGES		Fruges
32	62	26	1	62413	0		HARNES		Harnes
32	62	27	2	62427	1		HENIN-BEAUMONT-1		Hénin-Beaumont-1
32	62	28	2	62427	1		HENIN-BEAUMONT-2		Hénin-Beaumont-2
32	62	29	1	62498	0		LENS		Lens
32	62	30	1	62510	0		LIEVIN		Liévin
32	62	31	1	62516	0		LILLERS		Lillers
32	62	32	1	62525	0		LONGUENESSE		Longuenesse
32	62	33	1	62534	0		LUMBRES		Lumbres
32	62	34	1	62548	0		MARCK		Marck
32	62	35	1	62617	0		NŒUX-LES-MINES		Nœux-les-Mines
32	62	36	1	62643	1		OUTREAU		Outreau
32	62	37	1	62765	0		SAINT-OMER		Saint-Omer
32	62	38	1	62767	0		SAINT-POL-SUR-TERNOISE		Saint-Pol-sur-Ternoise
32	62	39	1	62895	0		WINGLES		Wingles
84	63	01	1	63001	1		AIGUEPERSE		Aigueperse
84	63	02	1	63003	1		AMBERT		Ambert
84	63	03	1	63014	1		AUBIERE		Aubière
84	63	04	1	63032	0		BEAUMONT		Beaumont
84	63	05	1	63040	0		BILLOM		Billom
84	63	06	1	63050	0		BRASSAC-LES-MINES		Brassac-les-Mines
84	63	07	1	63063	0		CEBAZAT		Cébazat
84	63	08	1	63075	0		CHAMALIERES		Chamalières
84	63	09	1	63103	0		CHATEL-GUYON		Châtel-Guyon
84	63	10	4	63113	0		CLERMONT-FERRAND-1		Clermont-Ferrand-1
84	63	11	4	63113	0		CLERMONT-FERRAND-2		Clermont-Ferrand-2
84	63	12	4	63113	0		CLERMONT-FERRAND-3		Clermont-Ferrand-3
84	63	13	4	63113	0		CLERMONT-FERRAND-4		Clermont-Ferrand-4
84	63	14	4	63113	0		CLERMONT-FERRAND-5		Clermont-Ferrand-5
84	63	15	4	63113	0		CLERMONT-FERRAND-6		Clermont-Ferrand-6
84	63	16	1	63124	0		COURNON-D'AUVERGNE		Cournon-d'Auvergne
84	63	17	1	63164	0		GERZAT		Gerzat
84	63	18	1	63178	1		ISSOIRE		Issoire
84	63	19	1	63195	0		LEZOUX		Lezoux
84	63	20	1	63210	0		MARINGUES		Maringues
84	63	21	1	63214	4	(LES)	MARTRES-DE-VEYRE	(Les)	Martres-de-Veyre
84	63	22	1	63125	4	(LES)	MONTS DU LIVRADOIS	(Les)	Monts du Livradois
84	63	23	1	63263	1		ORCINES		Orcines
84	63	24	1	63284	0		PONT-DU-CHATEAU		Pont-du-Château
84	63	25	1	63300	0		RIOM		Riom
84	63	26	1	63338	0		SAINT-ELOY-LES-MINES		Saint-Éloy-les-Mines
84	63	27	1	63349	0		SAINT-GEORGES-DE-MONS		Saint-Georges-de-Mons
84	63	28	1	63381	0		SAINT-OURS		Saint-Ours
84	63	29	1	63047	2	(LE)	SANCY	(Le)	Sancy
84	63	30	1	63430	0		THIERS		Thiers
84	63	31	1	63457	0		VIC-LE-COMTE		Vic-le-Comte
75	64	01	4	64024	1		ANGLET		Anglet
75	64	02	1	64061	1		ARTIX ET PAYS DE SOUBESTRE		Artix et Pays de Soubestre
75	64	03	1	64160	0		BAIGURA ET MONDARRAIN		Baïgura et Mondarrain
75	64	04	5	64102	0		BAYONNE-1		Bayonne-1
75	64	05	2	64102	0		BAYONNE-2		Bayonne-2
75	64	06	4	64102	0		BAYONNE-3		Bayonne-3
75	64	07	1	64122	0		BIARRITZ		Biarritz
75	64	08	1	64129	0		BILLERE ET COTEAUX DE JURANCON		Billère et Coteaux de Jurançon
75	64	09	1	64410	2	(LE)	CŒUR DE BEARN	(Le)	Cœur de Béarn
75	64	10	1	64260	1		HENDAYE-COTE BASQUE-SUD		Hendaye-Côte Basque-Sud
75	64	11	1	64348	0		LESCAR, GAVE ET TERRES DU PONT-LONG		Lescar, Gave et Terres du Pont-Long
75	64	12	1	64371	0		MONTAGNE BASQUE		Montagne Basque
75	64	13	1	64407	0		NIVE-ADOUR		Nive-Adour
75	64	14	2	64422	1		OLORON-SAINTE-MARIE-1		Oloron-Sainte-Marie-1
75	64	15	2	64422	1		OLORON-SAINTE-MARIE-2		Oloron-Sainte-Marie-2
75	64	16	1	64430	1		ORTHEZ ET TERRES DES GAVES ET DU SEL		Orthez et Terres des Gaves et du Sel
75	64	17	1	64417	1		OUZOM, GAVE ET RIVES DU NEEZ		Ouzom, Gave et Rives du Neez
75	64	18	4	64445	0		PAU-1		Pau-1
75	64	19	2	64445	0		PAU-2		Pau-2
75	64	20	2	64445	0		PAU-3		Pau-3
75	64	21	2	64445	0		PAU-4		Pau-4
75	64	22	1	64493	0		PAYS DE BIDACHE, AMIKUZE ET OSTIBARRE		Pays de Bidache, Amikuze et Ostibarre
75	64	23	1	64405	0		PAYS DE MORLAAS ET DU MONTANERES		Pays de Morlaàs et du Montanérès
75	64	24	1	64483	0		SAINT-JEAN-DE-LUZ		Saint-Jean-de-Luz
75	64	25	1	64519	0		TERRES DES LUYS ET COTEAUX DU VIC-BILH		Terres des Luys et Coteaux du Vic-Bilh
75	64	26	1	64547	1		USTARITZ-VALLEES DE NIVE ET NIVELLE		Ustaritz-Vallées de Nive et Nivelle
75	64	27	1	64453	0		VALLEES DE L'OUSSE ET DU LAGOIN		Vallées de l'Ousse et du Lagoin
76	65	01	1	65047	1		AUREILHAN		Aureilhan
76	65	02	1	65100	0		BORDERES-SUR-L'ECHEZ		Bordères-sur-l'Echez
76	65	03	1	65452	4	(LES)	COTEAUX	(Les)	Coteaux
76	65	04	1	65059	3	(LA)	HAUTE-BIGORRE	(La)	Haute-Bigorre
76	65	05	2	65286	0		LOURDES-1		Lourdes-1
76	65	06	2	65286	0		LOURDES-2		Lourdes-2
76	65	07	1	65062	0		MOYEN ADOUR		Moyen Adour
76	65	08	1	65127	0		NESTE, AURE ET LOURON		Neste, Aure et Louron
76	65	09	1	65344	1		OSSUN		Ossun
76	65	10	4	65440	0		TARBES-1		Tarbes-1
76	65	11	4	65440	0		TARBES-2		Tarbes-2
76	65	12	4	65440	0		TARBES-3		Tarbes-3
76	65	13	1	65304	0		VAL D'ADOUR-RUSTAN-MADIRANAIS		Val d'Adour-Rustan-Madiranais
76	65	14	1	65447	3	(LA)	VALLEE DE L'ARROS ET DES BAISES	(La)	Vallée de l'Arros et des Baïses
76	65	15	1	65258	3	(LA)	VALLEE DE BAROUSSE	(La)	Vallée de la Barousse
76	65	16	1	65025	3	(LA)	VALLEE DES GAVES	(La)	Vallée des Gaves
76	65	17	1	65460	0		VIC-EN-BIGORRE		Vic-en-Bigorre
76	66	01	1	66210	4	(LES)	ASPRES	(Les)	Aspres
76	66	02	1	66003	2	(LE)	CANIGOU	(Le)	Canigou
76	66	03	1	66037	3	(LA)	COTE SABLEUSE	(La)	Côte Sableuse
76	66	04	1	66180	3	(LA)	COTE SALANQUAISE	(La)	Côte Salanquaise
76	66	05	1	66008	3	(LA)	COTE VERMEILLE	(La)	Côte Vermeille
76	66	06	4	66136	0		PERPIGNAN-1		Perpignan-1
76	66	07	2	66136	0		PERPIGNAN-2		Perpignan-2
76	66	08	2	66136	0		PERPIGNAN-3		Perpignan-3
76	66	09	4	66136	0		PERPIGNAN-4		Perpignan-4
76	66	10	2	66136	0		PERPIGNAN-5		Perpignan-5
76	66	11	2	66136	0		PERPIGNAN-6		Perpignan-6
76	66	12	1	66065	3	(LA)	PLAINE D'ILLIBERIS	(La)	Plaine d'Illibéris
76	66	13	1	66149	4	(LES)	PYRENEES CATALANES	(Les)	Pyrénées catalanes
76	66	14	1	66172	2	(LE)	RIBERAL	(Le)	Ribéral
76	66	15	1	66164	3	(LA)	VALLEE DE L'AGLY	(La)	Vallée de l'Agly
76	66	16	1	66195	3	(LA)	VALLEE DE LA TET	(La)	Vallée de la Têt
76	66	17	1	66049	0		VALLESPIR-ALBERES		Vallespir-Albères
44	67	01	1	67046	0		BISCHWILLER		Bischwiller
44	67	02	1	67061	0		BOUXWILLER		Bouxwiller
44	67	03	1	67067	0		BRUMATH		Brumath
44	67	04	1	67130	1		ERSTEIN		Erstein
44	67	05	1	67180	0		HAGUENAU		Haguenau
44	67	06	1	67204	0		HŒNHEIM		Hœnheim
44	67	07	1	67218	1		ILLKIRCH-GRAFFENSTADEN		Illkirch-Graffenstaden
44	67	08	1	67222	1		INGWILLER		Ingwiller
44	67	09	1	67267	0		LINGOLSHEIM		Lingolsheim
44	67	10	1	67300	0		MOLSHEIM		Molsheim
44	67	11	1	67313	0		MUTZIG		Mutzig
44	67	12	1	67348	1		OBERNAI		Obernai
44	67	13	1	67388	0		REICHSHOFFEN		Reichshoffen
44	67	14	1	67437	0		SAVERNE		Saverne
44	67	15	1	67447	0		SCHILTIGHEIM		Schiltigheim
44	67	16	1	67462	0		SELESTAT		Sélestat
44	67	17	4	67482	0		STRASBOURG-1		Strasbourg-1
44	67	18	4	67482	0		STRASBOURG-2		Strasbourg-2
44	67	19	4	67482	0		STRASBOURG-3		Strasbourg-3
44	67	20	4	67482	0		STRASBOURG-4		Strasbourg-4
44	67	21	4	67482	0		STRASBOURG-5		Strasbourg-5
44	67	22	4	67482	0		STRASBOURG-6		Strasbourg-6
44	67	23	1	67544	0		WISSEMBOURG		Wissembourg
44	68	01	1	68004	1		ALTKIRCH		Altkirch
44	68	02	1	68056	0		BRUNSTATT		Brunstatt
44	68	03	1	68063	0		CERNAY		Cernay
44	68	04	2	68066	0		COLMAR-1		Colmar-1
44	68	05	2	68066	0		COLMAR-2		Colmar-2
44	68	06	1	68082	1		ENSISHEIM		Ensisheim
44	68	07	1	68112	0		GUEBWILLER		Guebwiller
44	68	08	1	68166	0		KINGERSHEIM		Kingersheim
44	68	09	1	68201	0		MASEVAUX		Masevaux
44	68	10	4	68224	0		MULHOUSE-1		Mulhouse-1
44	68	11	4	68224	0		MULHOUSE-2		Mulhouse-2
44	68	12	2	68224	0		MULHOUSE-3		Mulhouse-3
44	68	13	1	68278	0		RIXHEIM		Rixheim
44	68	14	1	68297	0		SAINT-LOUIS		Saint-Louis
44	68	15	1	68298	0		SAINTE-MARIE-AUX-MINES		Sainte-Marie-aux-Mines
44	68	16	1	68374	0		WINTZENHEIM		Wintzenheim
44	68	17	1	68376	0		WITTENHEIM		Wittenheim
84	69	01	1	69009	1		ANSE		Anse
84	69	02	1	69010	5	(L')	ARBRESLE	(L')	Arbresle
84	69	03	1	69019	0		BELLEVILLE		Belleville
84	69	04	1	69024	2	(LE)	BOIS-D'OINGT	(Le)	Bois-d'Oingt
84	69	05	1	69027	0		BRIGNAIS		Brignais
84	69	06	1	69277	0		GENAS		Genas
84	69	07	1	69092	0		GLEIZE		Gleizé
84	69	08	1	69141	0		MORNANT		Mornant
84	69	09	1	69291	0		SAINT-SYMPHORIEN-D'OZON		Saint-Symphorien-d'Ozon
84	69	10	1	69243	0		TARARE		Tarare
84	69	11	1	69248	0		THIZY-LES-BOURGS		Thizy-les-Bourgs
84	69	12	1	69255	0		VAUGNERAY		Vaugneray
84	69	13	1	69264	0		VILLEFRANCHE-SUR-SAONE		Villefranche-sur-Saône
27	70	01	1	70198	0		DAMPIERRE-SUR-SALON		Dampierre-sur-Salon
27	70	02	1	70279	0		GRAY		Gray
27	70	03	2	70285	1		HERICOURT-1		Héricourt-1
27	70	04	2	70285	1		HERICOURT-2		Héricourt-2
27	70	05	1	70292	0		JUSSEY		Jussey
27	70	06	2	70310	0		LURE-1		Lure-1
27	70	07	2	70310	0		LURE-2		Lure-2
27	70	08	1	70311	0		LUXEUIL-LES-BAINS		Luxeuil-les-Bains
27	70	09	1	70334	0		MARNAY		Marnay
27	70	10	1	70339	0		MELISEY		Mélisey
27	70	11	1	70421	0		PORT-SUR-SAONE		Port-sur-Saône
27	70	12	1	70447	0		RIOZ		Rioz
27	70	13	1	70467	0		SAINT-LOUP-SUR-SEMOUSE		Saint-Loup-sur-Semouse
27	70	14	1	70482	0		SCEY-SUR-SAONE-ET-SAINT-ALBIN		Scey-sur-Saône-et-Saint-Albin
27	70	15	2	70550	0		VESOUL-1		Vesoul-1
27	70	16	2	70550	0		VESOUL-2		Vesoul-2
27	70	17	1	70561	0		VILLERSEXEL		Villersexel
27	71	01	2	71014	1		AUTUN-1		Autun-1
27	71	02	2	71014	1		AUTUN-2		Autun-2
27	71	03	1	71040	0		BLANZY		Blanzy
27	71	04	1	71073	0		CHAGNY		Chagny
27	71	05	2	71076	0		CHALON-SUR-SAONE-1		Chalon-sur-Saône-1
27	71	06	4	71076	0		CHALON-SUR-SAONE-2		Chalon-sur-Saône-2
27	71	07	2	71076	0		CHALON-SUR-SAONE-3		Chalon-sur-Saône-3
27	71	08	1	71090	3	(LA)	CHAPELLE-DE-GUINCHAY	(La)	Chapelle-de-Guinchay
27	71	09	1	71106	0		CHAROLLES		Charolles
27	71	10	1	71120	0		CHAUFFAILLES		Chauffailles
27	71	11	1	71137	0		CLUNY		Cluny
27	71	12	2	71153	2	(LE)	CREUSOT-1	(Le)	Creusot-1
27	71	13	2	71153	2	(LE)	CREUSOT-2	(Le)	Creusot-2
27	71	14	1	71157	0		CUISEAUX		Cuiseaux
27	71	15	1	71176	0		DIGOIN		Digoin
27	71	16	1	71215	0		GERGY		Gergy
27	71	17	1	71221	0		GIVRY		Givry
27	71	18	1	71230	0		GUEUGNON		Gueugnon
27	71	19	1	71235	1		HURIGNY		Hurigny
27	71	20	1	71263	0		LOUHANS		Louhans
27	71	21	2	71270	0		MACON-1		Mâcon-1
27	71	22	2	71270	0		MACON-2		Mâcon-2
27	71	23	1	71306	0		MONTCEAU-LES-MINES		Montceau-les-Mines
27	71	24	1	71336	1		OUROUX-SUR-SAONE		Ouroux-sur-Saône
27	71	25	1	71342	0		PARAY-LE-MONIAL		Paray-le-Monial
27	71	26	1	71351	0		PIERRE-DE-BRESSE		Pierre-de-Bresse
27	71	27	1	71475	0		SAINT-REMY		Saint-Rémy
27	71	28	1	71486	0		SAINT-VALLIER		Saint-Vallier
27	71	29	1	71543	0		TOURNUS		Tournus
52	72	01	1	72039	0		BONNETABLE		Bonnétable
52	72	02	1	72058	0		CHANGE		Changé
52	72	03	1	72071	0		CHATEAU-DU-LOIR		Château-du-Loir
52	72	04	1	72124	1		ECOMMOY		Écommoy
52	72	05	1	72132	3	(LA)	FERTE-BERNARD	(La)	Ferté-Bernard
52	72	06	1	72154	3	(LA)	FLECHE	(La)	Flèche
52	72	07	1	72168	0		LOUE		Loué
52	72	08	1	72176	2	(LE)	LUDE	(Le)	Lude
52	72	09	1	72180	0		MAMERS		Mamers
52	72	10	2	72181	2	(LE)	MANS-1	(Le)	Mans-1
52	72	11	2	72181	2	(LE)	MANS-2	(Le)	Mans-2
52	72	12	4	72181	2	(LE)	MANS-3	(Le)	Mans-3
52	72	13	2	72181	2	(LE)	MANS-4	(Le)	Mans-4
52	72	14	4	72181	2	(LE)	MANS-5	(Le)	Mans-5
52	72	15	2	72181	2	(LE)	MANS-6	(Le)	Mans-6
52	72	16	2	72181	2	(LE)	MANS-7	(Le)	Mans-7
52	72	17	1	72264	0		SABLE-SUR-SARTHE		Sablé-sur-Sarthe
52	72	18	1	72269	0		SAINT-CALAIS		Saint-Calais
52	72	19	1	72329	0		SAVIGNE-L'EVEQUE		Savigné-l'Évêque
52	72	20	1	72334	0		SILLE-LE-GUILLAUME		Sillé-le-Guillaume
52	72	21	1	72346	3	(LA)	SUZE-SUR-SARTHE	(La)	Suze-sur-Sarthe
84	73	01	2	73008	1		AIX-LES-BAINS-1		Aix-les-Bains-1
84	73	02	2	73008	1		AIX-LES-BAINS-2		Aix-les-Bains-2
84	73	03	2	73011	1		ALBERTVILLE-1		Albertville-1
84	73	04	2	73011	1		ALBERTVILLE-2		Albertville-2
84	73	05	1	73054	0		BOURG-SAINT-MAURICE		Bourg-Saint-Maurice
84	73	06	1	73330	0		BUGEY SAVOYARD		Bugey savoyard
84	73	07	2	73065	0		CHAMBERY-1		Chambéry-1
84	73	08	2	73065	0		CHAMBERY-2		Chambéry-2
84	73	09	2	73065	0		CHAMBERY-3		Chambéry-3
84	73	10	1	73157	0		MODANE		Modane
84	73	11	1	73171	0		MONTMELIAN		Montmélian
84	73	12	1	73179	3	(LA)	MOTTE-SERVOLEX	(La)	Motte-Servolex
84	73	13	1	73181	0		MOUTIERS		Moûtiers
84	73	14	1	73204	2	(LE)	PONT-DE-BEAUVOISIN	(Le)	Pont-de-Beauvoisin
84	73	15	1	73213	3	(LA)	RAVOIRE	(La)	Ravoire
84	73	16	1	73222	0		SAINT-ALBAN-LEYSSE		Saint-Alban-Leysse
84	73	17	1	73248	0		SAINT-JEAN-DE-MAURIENNE		Saint-Jean-de-Maurienne
84	73	18	1	73270	0		SAINT-PIERRE-D'ALBIGNY		Saint-Pierre-d'Albigny
84	73	19	1	73303	1		UGINE		Ugine
84	74	01	2	74010	1		ANNECY-1		Annecy-1
84	74	02	2	74010	1		ANNECY-2		Annecy-2
84	74	03	1	74011	1		ANNECY-LE-VIEUX		Annecy-le-Vieux
84	74	04	1	74012	1		ANNEMASSE		Annemasse
84	74	05	1	74042	0		BONNEVILLE		Bonneville
84	74	06	1	74081	0		CLUSES		Cluses
84	74	07	1	74119	1		EVIAN-LES-BAINS		Évian-les-Bains
84	74	08	1	74123	0		FAVERGES		Faverges
84	74	09	1	74133	0		GAILLARD		Gaillard
84	74	10	1	74208	2	(LE)	MONT-BLANC	(Le)	Mont-Blanc
